"label","rating","claimed_at","id","aspect","sentence"
"1",4,,2009,"kích cỡ","giao hàng nhanh, chất quần đẹp dày dặn đứng kiểu dáng vừa vặn, mỗi tội ống quần hơi rộng."
"2",4,,2010,"chất liệu","chất quần tốt, quần cạp cao nên chắc chắn khi ngồi sẽ hơi khó chịu một chút. ai đùi to chân cong thì nên tham khảo kích cỡ và up 1 kích cỡ kèm hỏi cửa hàng quần còn chỉ thừa và ống quần bị lỗi như hình"
"1",4,,2011,"kích cỡ","chất quần tốt, quần cạp cao nên chắc chắn khi ngồi sẽ hơi khó chịu một chút. ai đùi to chân cong thì nên tham khảo kích cỡ và up 1 kích cỡ kèm hỏi cửa hàng quần còn chỉ thừa và ống quần bị lỗi như hình"
"0",4,,2012,"gia công","chất quần tốt, quần cạp cao nên chắc chắn khi ngồi sẽ hơi khó chịu một chút. ai đùi to chân cong thì nên tham khảo kích cỡ và up 1 kích cỡ kèm hỏi cửa hàng quần còn chỉ thừa và ống quần bị lỗi như hình"
"2",4,,2013,"chất lượng","hình ảnh chỉ mang tính chất nhận xu nhưng sản phẩm tốt, rất ưng, giao hàng rất nhanh, đóng gói cẩn thận, sẽ ủng hộ cửa hàng tiếp"
"2",4,,2014,"giao hàng","hình ảnh chỉ mang tính chất nhận xu nhưng sản phẩm tốt, rất ưng, giao hàng rất nhanh, đóng gói cẩn thận, sẽ ủng hộ cửa hàng tiếp"
"2",4,,2015,"đóng gói","hình ảnh chỉ mang tính chất nhận xu nhưng sản phẩm tốt, rất ưng, giao hàng rất nhanh, đóng gói cẩn thận, sẽ ủng hộ cửa hàng tiếp"
"1",4,,2079,"chất liệu","chất liệu vải khá tốt giao hàng nhanh cửa hàng nhiệt tình cảm thấy phù hợp với giá tiền.."
"2",4,,2468,"giá cả","giao hàng hơi lâu nhưng được cái nhận quần ưng ý, kích cỡ cug khá chuẩn, form.quần hơi bị giật xíu với lại nhiều chỉ thừa.. nhưng mà ko.đòi hỏi thêm.vs giá này.. quần rất ổn."
"2",4,,2469,"giao hàng","giao hàng khá nhanh , quần rẻ vải cũng dày . nhưng chỉ khâu lỗi hơi nhiều"
"0",4,,2016,"màu sắc","đặt 2 màu xám và xám ghi mà không có cái nào giống hình, gửi cho 2 cái quần màu giống y chang nhau. cửa hàng có đồng ý đổi trả và chịu phí giao hàng tuy nhiên mất khá nhiều thời gian nhé."
"2",4,,2017,"uy tín cửa hàng","đặt 2 màu xám và xám ghi mà không có cái nào giống hình, gửi cho 2 cái quần màu giống y chang nhau. cửa hàng có đồng ý đổi trả và chịu phí giao hàng tuy nhiên mất khá nhiều thời gian nhé."
"2",4,,2018,"chất liệu","mặc thoải mái, co dãn tốt nhưng quần dài. dễ phối đồ"
"2",4,,1959,"chất lượng","chất lượng sản phẩm tạm được. giao hàng không rất nhanh. cho cửa hàng 4 sao lấy làm động lực phát triển thêm những sản phẩm đẹp xò hơn nữa 1m7 nặng 60kg fit kích cỡ 32"
"0",4,,1960,"giao hàng","chất lượng sản phẩm tạm được. giao hàng không rất nhanh. cho cửa hàng 4 sao lấy làm động lực phát triển thêm những sản phẩm đẹp xò hơn nữa 1m7 nặng 60kg fit kích cỡ 32"
"2",4,,1961,"chất liệu","chất vải tốt , kiểu dáng quần đẹp đường may chắc chắn , giá hợp lý . trừ 1 sao màu trên hình thấy xanh đen mà khi nhật hàng ra màu xanh lè ."
"2",4,,1962,"kiểu dáng","chất vải tốt , kiểu dáng quần đẹp đường may chắc chắn , giá hợp lý . trừ 1 sao màu trên hình thấy xanh đen mà khi nhật hàng ra màu xanh lè ."
"0",4,,1963,"màu sắc","chất vải tốt , kiểu dáng quần đẹp đường may chắc chắn , giá hợp lý . trừ 1 sao màu trên hình thấy xanh đen mà khi nhật hàng ra màu xanh lè ."
"2",4,,2019,"kiểu dáng","quần dáng đẹp vải tốt có chỉ thừa, vải không quá cứng, phù hợp với giá tiền, ảnh mang tính chất nhận xu..............................."
"1",4,,2020,"gia công","quần dáng đẹp vải tốt có chỉ thừa, vải không quá cứng, phù hợp với giá tiền, ảnh mang tính chất nhận xu..............................."
"1",4,,2021,"chất liệu","quần dáng đẹp vải tốt có chỉ thừa, vải không quá cứng, phù hợp với giá tiền, ảnh mang tính chất nhận xu..............................."
"1",4,,2022,"giá cả","quần dáng đẹp vải tốt có chỉ thừa, vải không quá cứng, phù hợp với giá tiền, ảnh mang tính chất nhận xu..............................."
"2",4,,1964,"chất lượng","sản phẩm đáng giá tiền, gửi hàng nhanh gói hàng cẩn thận."
"2",4,,1965,"giao hàng","sản phẩm đáng giá tiền, gửi hàng nhanh gói hàng cẩn thận."
"2",4,,1966,"đóng gói","sản phẩm đáng giá tiền, gửi hàng nhanh gói hàng cẩn thận."
"2",4,,1967,"chất lượng","sẽ ủng hộ cửa hàng trong thời gian tới"
"1",4,,2023,"kích cỡ","kích cỡ cơ bản chuẩn, chất vải tạm ổn, kiểu dáng trung tính, dễ phối đồ đã mua lần này là lần thứ 3, khá hài lòng với trải nghiệm mua hàng, giao hàng tương đối"
"1",4,,2024,"chất liệu","kích cỡ cơ bản chuẩn, chất vải tạm ổn, kiểu dáng trung tính, dễ phối đồ đã mua lần này là lần thứ 3, khá hài lòng với trải nghiệm mua hàng, giao hàng tương đối"
"2",4,,2025,"kiểu dáng","kích cỡ cơ bản chuẩn, chất vải tạm ổn, kiểu dáng trung tính, dễ phối đồ đã mua lần này là lần thứ 3, khá hài lòng với trải nghiệm mua hàng, giao hàng tương đối"
"2",4,,2026,"uy tín cửa hàng","kích cỡ cơ bản chuẩn, chất vải tạm ổn, kiểu dáng trung tính, dễ phối đồ đã mua lần này là lần thứ 3, khá hài lòng với trải nghiệm mua hàng, giao hàng tương đối"
"1",4,,2027,"giao hàng","kích cỡ cơ bản chuẩn, chất vải tạm ổn, kiểu dáng trung tính, dễ phối đồ đã mua lần này là lần thứ 3, khá hài lòng với trải nghiệm mua hàng, giao hàng tương đối"
"0",4,,2028,"gia công","quần bị những chỉ thừa như hình nhiều chỗ trên quần. giá rẻ nhưng như bị vậy cũng khó chịu. cũng chưa ra dáng baggy lắm. nói chung cũng tạm, nếu bạn nào mua để đi làm công sở thì không nên mua. sinh viên học sinh mặc sẽ phù hợp giá tiền và môi trường hơn."
"2",4,,2029,"giá cả","quần bị những chỉ thừa như hình nhiều chỗ trên quần. giá rẻ nhưng như bị vậy cũng khó chịu. cũng chưa ra dáng baggy lắm. nói chung cũng tạm, nếu bạn nào mua để đi làm công sở thì không nên mua. sinh viên học sinh mặc sẽ phù hợp giá tiền và môi trường hơn."
"1",4,,2030,"kiểu dáng","quần bị những chỉ thừa như hình nhiều chỗ trên quần. giá rẻ nhưng như bị vậy cũng khó chịu. cũng chưa ra dáng baggy lắm. nói chung cũng tạm, nếu bạn nào mua để đi làm công sở thì không nên mua. sinh viên học sinh mặc sẽ phù hợp giá tiền và môi trường hơn."
"2",4,,1968,"kiểu dáng","quần kiểu dáng đẹp hợp giá tiền, đóng gói kĩ càng nhưng mà mặc thử thì thấy hơi rộng bụng, phải đi bóp bụng, chưa giặc nên chưa biết có ra màu không, nói chung hợp giá tiền, phải chi hủy đơn sớm sớm để mình đặt thêm món nữa mà cửa hàng không hủy buồn"
"2",4,,1969,"giá tiền","quần kiểu dáng đẹp hợp giá tiền, đóng gói kĩ càng nhưng mà mặc thử thì thấy hơi rộng bụng, phải đi bóp bụng, chưa giặc nên chưa biết có ra màu không, nói chung hợp giá tiền, phải chi hủy đơn sớm sớm để mình đặt thêm món nữa mà cửa hàng không hủy buồn"
"2",4,,1970,"đóng gói","quần kiểu dáng đẹp hợp giá tiền, đóng gói kĩ càng nhưng mà mặc thử thì thấy hơi rộng bụng, phải đi bóp bụng, chưa giặc nên chưa biết có ra màu không, nói chung hợp giá tiền, phải chi hủy đơn sớm sớm để mình đặt thêm món nữa mà cửa hàng không hủy buồn"
"0",4,,1971,"kích cỡ","quần kiểu dáng đẹp hợp giá tiền, đóng gói kĩ càng nhưng mà mặc thử thì thấy hơi rộng bụng, phải đi bóp bụng, chưa giặc nên chưa biết có ra màu không, nói chung hợp giá tiền, phải chi hủy đơn sớm sớm để mình đặt thêm món nữa mà cửa hàng không hủy buồn"
"2",4,,2031,"giá cả","quần mềm kiểu dáng slim giá rất rẻ thích hợp cho ai đang cần mặc rất là thoải mái mềm luôn. hs, sv thì rất phù hợp luôn"
"1",4,,2032,"chất liệu","quần mềm kiểu dáng slim giá rất rẻ thích hợp cho ai đang cần mặc rất là thoải mái mềm luôn. hs, sv thì rất phù hợp luôn"
"2",4,,1972,"chất lượng","mới mua nên chưa biết sử dụng ra sao ,nhưng mới lấy hàng khui ra thì khá là ưng và còn được cửa hàng đổi trả trong vòng 30 ngày và bảo hành 2 năm nữa mình thấy rất uy tín ,mình săn live với cái giá rất hời luôn nên là thấy okee la lắm mọi người 🫶"
"1",4,,1973,"rác","rác"
"2",4,,2033,"chất lượng","quần đẹp may ổn , phù hợp với giá tiền. dáng quần là dáng suông, ống hơi rộng chút nên anh em nào thích mặc slimfit thì nên chọn mẫu khác nha. giao hàng nhanh nhưng nhắn tin thì nửa ngày mới trả lời cho 4 sao thôi vì cách phục vụ"
"2",4,,2034,"gia công","quần đẹp may ổn , phù hợp với giá tiền. dáng quần là dáng suông, ống hơi rộng chút nên anh em nào thích mặc slimfit thì nên chọn mẫu khác nha. giao hàng nhanh nhưng nhắn tin thì nửa ngày mới trả lời cho 4 sao thôi vì cách phục vụ"
"1",4,,2035,"giá cả","quần đẹp may ổn , phù hợp với giá tiền. dáng quần là dáng suông, ống hơi rộng chút nên anh em nào thích mặc slimfit thì nên chọn mẫu khác nha. giao hàng nhanh nhưng nhắn tin thì nửa ngày mới trả lời cho 4 sao thôi vì cách phục vụ"
"2",4,,2036,"giao hàng","quần đẹp may ổn , phù hợp với giá tiền. dáng quần là dáng suông, ống hơi rộng chút nên anh em nào thích mặc slimfit thì nên chọn mẫu khác nha. giao hàng nhanh nhưng nhắn tin thì nửa ngày mới trả lời cho 4 sao thôi vì cách phục vụ"
"0",4,,2037,"chăm sóc khách hàng","quần đẹp may ổn , phù hợp với giá tiền. dáng quần là dáng suông, ống hơi rộng chút nên anh em nào thích mặc slimfit thì nên chọn mẫu khác nha. giao hàng nhanh nhưng nhắn tin thì nửa ngày mới trả lời cho 4 sao thôi vì cách phục vụ"
"2",4,,2038,"chất liệu","xám ngả màu xanh. vải mềm mại, co giãn. mang thoải mái. tuy nhiên điểm trừ là phần khoá kéo quần không khoá lại được, dễ bị tuột khoá."
"0",4,,2039,"gia công","xám ngả màu xanh. vải mềm mại, co giãn. mang thoải mái. tuy nhiên điểm trừ là phần khoá kéo quần không khoá lại được, dễ bị tuột khoá."
"2",4,,1974,"chất lượng","quần ưng lắm luôn, vải dầy mát.. dáng quần rộng mạc thoải mái đi học với đi làm"
"2",4,,1975,"chất liệu","quần ưng lắm luôn, vải dầy mát.. dáng quần rộng mạc thoải mái đi học với đi làm"
"2",4,,1976,"kiểu dáng","quần ưng lắm luôn, vải dầy mát.. dáng quần rộng mạc thoải mái đi học với đi làm"
"2",4,,2040,"chất liệu","quần đẹp chất tốt, video hình ảnh mang tính chất nhận xu"
"2",4,,2041,"chất lượng","quần đẹp chất tốt, video hình ảnh mang tính chất nhận xu"
"2",4,,1977,"chất liệu","vải quần ổn, kiểu dáng quần cũng giống ảnh, rất đẹp tuy nhiên có khá nhiều chỉ thừa và có 1 con đỉa đường may lỏng lẻo và như thế thế này không biết nên xử lý làm sao nữa."
"2",4,,1978,"kiểu dáng","vải quần ổn, kiểu dáng quần cũng giống ảnh, rất đẹp tuy nhiên có khá nhiều chỉ thừa và có 1 con đỉa đường may lỏng lẻo và như thế thế này không biết nên xử lý làm sao nữa."
"0",4,,1979,"gia công","vải quần ổn, kiểu dáng quần cũng giống ảnh, rất đẹp tuy nhiên có khá nhiều chỉ thừa và có 1 con đỉa đường may lỏng lẻo và như thế thế này không biết nên xử lý làm sao nữa."
"1",4,,2042,"chất liệu","quần hơu mỏng í với mọi khi mag kích cỡ 34 vừa mà giờ đặt 34 rất rộng với hơi ngắn"
"0",4,,2043,"kích cỡ","quần hơu mỏng í với mọi khi mag kích cỡ 34 vừa mà giờ đặt 34 rất rộng với hơi ngắn"
"2",4,,1980,"giao hàng","giao hàng cũng rất chi là nhanh"
"2",4,,2470,"chất liệu","giao hàng khá nhanh , quần rẻ vải cũng dày . nhưng chỉ khâu lỗi hơi nhiều"
"2",4,,2471,"giá cả","giao hàng khá nhanh , quần rẻ vải cũng dày . nhưng chỉ khâu lỗi hơi nhiều"
"0",4,,2472,"gia công","giao hàng khá nhanh , quần rẻ vải cũng dày . nhưng chỉ khâu lỗi hơi nhiều"
"1",4,,2044,"kiểu dáng","mua lần thứ 2, kiểu dáng quần hơi rộng, chỉ hơi dễ sứt nhưng giá thành vậy là rất hợp lí"
"0",4,,2045,"độ bền","mua lần thứ 2, kiểu dáng quần hơi rộng, chỉ hơi dễ sứt nhưng giá thành vậy là rất hợp lí"
"2",4,,2046,"giá cả","mua lần thứ 2, kiểu dáng quần hơi rộng, chỉ hơi dễ sứt nhưng giá thành vậy là rất hợp lí"
"2",4,,1981,"chất liệu","với số tiền bỏ ra 300k trên bộ quần áo dài với chất liệu như vậy cũng mặc được xứng đáng với đồng tiền bỏ ra. đường chỉ may chuẩn đẹp có điều mình phải sửa lại đồ mới vừa."
"2",4,,1982,"gia công","với số tiền bỏ ra 300k trên bộ quần áo dài với chất liệu như vậy cũng mặc được xứng đáng với đồng tiền bỏ ra. đường chỉ may chuẩn đẹp có điều mình phải sửa lại đồ mới vừa."
"2",4,,2047,"giao hàng","đã nhận được hàng hàng giống hình giao hàng nhanh chóng sản phẩm của cửa hàng chưa sử dụng nên chưa biết thế nào để dùng nếu tốt sẽ mua ủng hộ cửa hàng trong thời gian dài thanks for watching"
"1",4,,2048,"gia công","quần hoàn thiện may chưa đẹp lắm, giao hàng nhanh, chất lượng đi cùng giá thành"
"2",4,,2049,"giao hàng","quần hoàn thiện may chưa đẹp lắm, giao hàng nhanh, chất lượng đi cùng giá thành"
"1",4,,2050,"chất lượng","quần hoàn thiện may chưa đẹp lắm, giao hàng nhanh, chất lượng đi cùng giá thành"
"1",4,,2051,"giá cả","quần hoàn thiện may chưa đẹp lắm, giao hàng nhanh, chất lượng đi cùng giá thành"
"2",4,,2052,"kích cỡ","quần vừa y với ck mình luôn ,ck mình m75 72kg,mang kích cỡ 33 vừa thoải mái , vải dày dặn ,nên mua nhé. hình ảnh minh họa ,mình lười chụp."
"2",4,,2053,"chất liệu","quần vừa y với ck mình luôn ,ck mình m75 72kg,mang kích cỡ 33 vừa thoải mái , vải dày dặn ,nên mua nhé. hình ảnh minh họa ,mình lười chụp."
"0",4,,2508,"uy tín cửa hàng","quần không có cúc"
"0",4,,2509,"gia công","quần không có cúc"
"0",4,,2512,"giao hàng","định cho 5sao nhưng shippo noi chuỵen nhu gì cho ne"
"2",4,,2054,"gia công","mua hàng trên cửa hàng hơi rườm rà phần lựa hàng. nhưng hàng khi nhận về được r thì rất thơm, không có mùi hôi, giá cả hợp lý, chăm sóc khách hàng tận tình từ lúc nt đến lúc khách nhận được hàng. sp gửi về rất vừa ý khách đặt. nhưng chỉ không thích 1 cái hàng thiếu rất nhiều nhưng cửa hàng không chịu nhập hàng mới về cho khách chọn. đặc biệt là sơ mi và blazer màu ghi gần như mất tích trên cửa hàng ảnh đã đăng trên."
"1",4,,2055,"giá cả","mua hàng trên cửa hàng hơi rườm rà phần lựa hàng. nhưng hàng khi nhận về được r thì rất thơm, không có mùi hôi, giá cả hợp lý, chăm sóc khách hàng tận tình từ lúc nt đến lúc khách nhận được hàng. sp gửi về rất vừa ý khách đặt. nhưng chỉ không thích 1 cái hàng thiếu rất nhiều nhưng cửa hàng không chịu nhập hàng mới về cho khách chọn. đặc biệt là sơ mi và blazer màu ghi gần như mất tích trên cửa hàng ảnh đã đăng trên."
"2",4,,2056,"chăm sóc khách hàng","mua hàng trên cửa hàng hơi rườm rà phần lựa hàng. nhưng hàng khi nhận về được r thì rất thơm, không có mùi hôi, giá cả hợp lý, chăm sóc khách hàng tận tình từ lúc nt đến lúc khách nhận được hàng. sp gửi về rất vừa ý khách đặt. nhưng chỉ không thích 1 cái hàng thiếu rất nhiều nhưng cửa hàng không chịu nhập hàng mới về cho khách chọn. đặc biệt là sơ mi và blazer màu ghi gần như mất tích trên cửa hàng ảnh đã đăng trên."
"1",4,,2057,"chất lượng","quần cũng tốt không rất xuất sắc đâu ai chưa mặc quần ống suông mua về cảm giác sẽ hơi thất vọng"
"2",4,,2058,"đóng gói","hàng đóng gói rất đẹp quả nhiên người bán đã gửi gắm rất nhiều tâm tư và tình cảm trong lúc gói hàng. hộp không có dấu hiệu bị móp, chứng tỏ bộ phận vận chuyển đã nâng như nâng trứng, hứng như hứng hoa. xin nghiêng mình cảm ơn vì tất cả."
"2",4,,2059,"giao hàng","hàng đóng gói rất đẹp quả nhiên người bán đã gửi gắm rất nhiều tâm tư và tình cảm trong lúc gói hàng. hộp không có dấu hiệu bị móp, chứng tỏ bộ phận vận chuyển đã nâng như nâng trứng, hứng như hứng hoa. xin nghiêng mình cảm ơn vì tất cả."
"2",4,,2060,"chất lượng","sản phẩm đẹp phù hợp với giá tiền của học sinh, sinh viên công nhân viên nhà nước cũng như người đi làm trên toàn quốc, nếu có lần sau mình sẽ tiếp tục mua sản phẩm này"
"2",4,,2061,"giá cả","sản phẩm đẹp phù hợp với giá tiền của học sinh, sinh viên công nhân viên nhà nước cũng như người đi làm trên toàn quốc, nếu có lần sau mình sẽ tiếp tục mua sản phẩm này"
"0",4,,2062,"gia công","mua luôn 2 cái có chỉ thừa, đã mua lần 2 của cửa hàng giao hàng nhanh chân hơi bé chắc mình phải chuyển mẫu to chân 1 chút"
"2",4,,2063,"uy tín cửa hàng","mua luôn 2 cái có chỉ thừa, đã mua lần 2 của cửa hàng giao hàng nhanh chân hơi bé chắc mình phải chuyển mẫu to chân 1 chút"
"2",4,,2064,"giao hàng","mua luôn 2 cái có chỉ thừa, đã mua lần 2 của cửa hàng giao hàng nhanh chân hơi bé chắc mình phải chuyển mẫu to chân 1 chút"
"1",4,,2065,"kiểu dáng","mua luôn 2 cái có chỉ thừa, đã mua lần 2 của cửa hàng giao hàng nhanh chân hơi bé chắc mình phải chuyển mẫu to chân 1 chút"
"2",4,,2066,"giao hàng","cửa hàng giao hàng nhanh. quần tốt với giá tiền không đòi hỏi hơn. điểm trừ cho hình ảnh với quần thật không giống nhau, ở chỗ cạp quần nhìn không vừa mắt như ông già, cúc cài và khóa quần không giống ảnh. chỉ quần và ông quần rối và không chắc"
"1",4,,2067,"chất lượng","cửa hàng giao hàng nhanh. quần tốt với giá tiền không đòi hỏi hơn. điểm trừ cho hình ảnh với quần thật không giống nhau, ở chỗ cạp quần nhìn không vừa mắt như ông già, cúc cài và khóa quần không giống ảnh. chỉ quần và ông quần rối và không chắc"
"1",4,,2068,"giá cả","cửa hàng giao hàng nhanh. quần tốt với giá tiền không đòi hỏi hơn. điểm trừ cho hình ảnh với quần thật không giống nhau, ở chỗ cạp quần nhìn không vừa mắt như ông già, cúc cài và khóa quần không giống ảnh. chỉ quần và ông quần rối và không chắc"
"0",4,,2069,"gia công","cửa hàng giao hàng nhanh. quần tốt với giá tiền không đòi hỏi hơn. điểm trừ cho hình ảnh với quần thật không giống nhau, ở chỗ cạp quần nhìn không vừa mắt như ông già, cúc cài và khóa quần không giống ảnh. chỉ quần và ông quần rối và không chắc"
"2",4,,2070,"uy tín cửa hàng","đây là lần thứ n mua , rất ưng , chất vải dày dặn , dễ phối đồ , nhưng mà lần này mua quần bị nhược điểm là vải thừa ở gấu quần : sắn lên hơi mất thẩm mĩ nhưng không sao"
"2",4,,2071,"chất liệu","đây là lần thứ n mua , rất ưng , chất vải dày dặn , dễ phối đồ , nhưng mà lần này mua quần bị nhược điểm là vải thừa ở gấu quần : sắn lên hơi mất thẩm mĩ nhưng không sao"
"0",4,,2072,"gia công","đây là lần thứ n mua , rất ưng , chất vải dày dặn , dễ phối đồ , nhưng mà lần này mua quần bị nhược điểm là vải thừa ở gấu quần : sắn lên hơi mất thẩm mĩ nhưng không sao"
"2",4,,2073,"chất lượng","chất lượng sản phẩm rất tuyệt vời luôn ạ nhưng cửa hàng nên khắc phục về vấn đề chỉ thừa là good job luôn"
"0",4,,2074,"gia công","chất lượng sản phẩm rất tuyệt vời luôn ạ nhưng cửa hàng nên khắc phục về vấn đề chỉ thừa là good job luôn"
"2",4,,2075,"chất liệu","hình ảnh chỉ mang tính chất nhận xu quần vải dày dặn, giao hàng nhanh, hôm qua đặt hôm nay có hàng lun nha😉"
"2",4,,2076,"giao hàng","hình ảnh chỉ mang tính chất nhận xu quần vải dày dặn, giao hàng nhanh, hôm qua đặt hôm nay có hàng lun nha😉"
"2",4,,2077,"kích cỡ","quần vải rất đẹp kiểu bagy nên ông quần rộng. ông quần ôm xí nhìn đẹp hơn nhỉ. 175 65kg. người yêu mình mặc kích cỡ 30 vừa in"
"2",4,,2078,"chất liệu","quần vải rất đẹp kiểu bagy nên ông quần rộng. ông quần ôm xí nhìn đẹp hơn nhỉ. 175 65kg. người yêu mình mặc kích cỡ 30 vừa in"
"2",4,,2082,"chất liệu","chất liệu vải tốt có giãn thoải mái mỗi chỗ cúc đểu chx được đẹp lắm"
"1",4,,2083,"gia công","chất liệu vải tốt có giãn thoải mái mỗi chỗ cúc đểu chx được đẹp lắm"
"2",4,,2084,"giao hàng","giao hàng nhanh. quần rẻ mà còn đẹp nữa . mọi người nên mua nha"
"2",4,,2085,"giá cả","giao hàng nhanh. quần rẻ mà còn đẹp nữa . mọi người nên mua nha"
"2",4,,2086,"chất lượng","giao hàng nhanh. quần rẻ mà còn đẹp nữa . mọi người nên mua nha"
"2",5,,1983,"chất liệu","chất liệu tốt như những gì đã miêu tả, không hề có 1 sợi chỉ dư nào, sẽ tiếp tục ủng hộ cửa hàng trong thời gian tới."
"2",5,,1984,"gia công","chất liệu tốt như những gì đã miêu tả, không hề có 1 sợi chỉ dư nào, sẽ tiếp tục ủng hộ cửa hàng trong thời gian tới."
"2",5,,2087,"giá cả","quần rẻ mà rất đẹp chất lượng tốt, m68 55kg mặc kích cỡ 28 vừa đẹp luôn, ai muốn rộng với thoải mái hơn chút thì tăng 1 kích cỡ nên mua nha mọi người"
"2",5,,2088,"chất lượng","quần rẻ mà rất đẹp chất lượng tốt, m68 55kg mặc kích cỡ 28 vừa đẹp luôn, ai muốn rộng với thoải mái hơn chút thì tăng 1 kích cỡ nên mua nha mọi người"
"2",5,,2089,"kích cỡ","quần rẻ mà rất đẹp chất lượng tốt, m68 55kg mặc kích cỡ 28 vừa đẹp luôn, ai muốn rộng với thoải mái hơn chút thì tăng 1 kích cỡ nên mua nha mọi người"
"2",5,,2090,"chất lượng","quần đẹp lắm nha cửa hàng kích cỡ chuẩn, mặc lên ai cũng khen, giao hàng nhanh. hình ảnh chỉ mang tính chất nhận xu."
"2",5,,2091,"kích cỡ","quần đẹp lắm nha cửa hàng kích cỡ chuẩn, mặc lên ai cũng khen, giao hàng nhanh. hình ảnh chỉ mang tính chất nhận xu."
"2",5,,2092,"giao hàng","quần đẹp lắm nha cửa hàng kích cỡ chuẩn, mặc lên ai cũng khen, giao hàng nhanh. hình ảnh chỉ mang tính chất nhận xu."
"1",4,,2473,"uy tín cửa hàng","nhầm kích cỡ nhưng cửa hàng rất nhiệt tình, chất cũng đẹp lắm ạ, cửa hàng tư vấn cũng tốt lắm ạ...hình ảnh chỉ mang tính chất minh họa 👏"
"2",4,,2474,"chăm sóc khách hàng","nhầm kích cỡ nhưng cửa hàng rất nhiệt tình, chất cũng đẹp lắm ạ, cửa hàng tư vấn cũng tốt lắm ạ...hình ảnh chỉ mang tính chất minh họa 👏"
"2",4,,2475,"chất liệu","nhầm kích cỡ nhưng cửa hàng rất nhiệt tình, chất cũng đẹp lắm ạ, cửa hàng tư vấn cũng tốt lắm ạ...hình ảnh chỉ mang tính chất minh họa 👏"
"2",4,,2476,"chất liệu","chất liệu dày dặn ổn, kiểu dáng đẹp"
"2",4,,2477,"kiểu dáng","chất liệu dày dặn ổn, kiểu dáng đẹp"
"2",4,,2478,"chất lượng","quần đẹp kiểu dáng đứng hợp mang đi học đi làm đi chơi đi tùm lum từa lưa hé mọi người"
"2",4,,2479,"kiểu dáng","quần đẹp kiểu dáng đứng hợp mang đi học đi làm đi chơi đi tùm lum từa lưa hé mọi người"
"2",4,,2480,"chất liệu","vải dày, đẹp , trông cũng tốt giao hàng nhanh, người giao hàng nhiệt tình"
"2",4,,2481,"chất lượng","vải dày, đẹp , trông cũng tốt giao hàng nhanh, người giao hàng nhiệt tình"
"2",4,,2482,"giao hàng","vải dày, đẹp , trông cũng tốt giao hàng nhanh, người giao hàng nhiệt tình"
"2",4,,2483,"chăm sóc khách hàng","vải dày, đẹp , trông cũng tốt giao hàng nhanh, người giao hàng nhiệt tình"
"1",4,,2484,"chất lượng","quần hợp lí so với giá, mình mặc vừa kiểu dáng luôn nhé"
"1",4,,2485,"giá cả","quần hợp lí so với giá, mình mặc vừa kiểu dáng luôn nhé"
"2",4,,2486,"kích cỡ","quần hợp lí so với giá, mình mặc vừa kiểu dáng luôn nhé"
"2",4,,2487,"chất liệu","vải tốt mặc thấy ổn hơn so với hình. bạn mình m75, 65kg nhưng hơi chật bụng, vừa chiều dài. giao hàg hơi chậm nhưng do dịch nên không s"
"0",4,,2488,"kích cỡ","vải tốt mặc thấy ổn hơn so với hình. bạn mình m75, 65kg nhưng hơi chật bụng, vừa chiều dài. giao hàg hơi chậm nhưng do dịch nên không s"
"0",4,,2489,"giao hàng","vải tốt mặc thấy ổn hơn so với hình. bạn mình m75, 65kg nhưng hơi chật bụng, vừa chiều dài. giao hàg hơi chậm nhưng do dịch nên không s"
"2",4,,2490,"uy tín cửa hàng","vải tốt mặc thấy ổn hơn so với hình. bạn mình m75, 65kg nhưng hơi chật bụng, vừa chiều dài. giao hàg hơi chậm nhưng do dịch nên không s"
"0",4,,2491,"kiểu dáng","quần có vè dài dối với mét 7 có chỉ thừa nhưng vải tạm ổn chấp nhận"
"0",4,,2492,"gia công","quần có vè dài dối với mét 7 có chỉ thừa nhưng vải tạm ổn chấp nhận"
"1",4,,2493,"chất liệu","quần có vè dài dối với mét 7 có chỉ thừa nhưng vải tạm ổn chấp nhận"
"2",4,,2494,"giá cả","với giá tiền như z quần rất tốt nha"
"1",4,,2495,"chất lượng","với giá tiền như z quần rất tốt nha"
"2",4,,2496,"giao hàng","hàng giao hàng nhanh, giá tốt, đóng gói cẩn thận, xin cảm ơnnnnnnnnn"
"2",4,,2497,"giá cả","hàng giao hàng nhanh, giá tốt, đóng gói cẩn thận, xin cảm ơnnnnnnnnn"
"2",4,,2498,"đóng gói","hàng giao hàng nhanh, giá tốt, đóng gói cẩn thận, xin cảm ơnnnnnnnnn"
"1",4,,2499,"kiểu dáng","màu đen thì độ dài khá tốt vừa vặn nma màu trắng đúng nó ngắn rất lại còn nhăn, trả lại thì phiền nên thôi cái quần đen 5s chứ trắng kem đấy thì 3s thôi"
"0",4,,2500,"gia công","màu đen thì độ dài khá tốt vừa vặn nma màu trắng đúng nó ngắn rất lại còn nhăn, trả lại thì phiền nên thôi cái quần đen 5s chứ trắng kem đấy thì 3s thôi"
"1",4,,2501,"chất lượng","đã nhận không biết bền hay không tạm 4 sao ạ"
"1",4,,2502,"giá cả","hình ảnh chỉ mang tính chất nhận xu thôi chứ quần thì đúng với giá tiền của nó thôi ống quần khá rộng"
