sentence,aspect,description,input_text,label
"vừa kiểu dáng nhưng độ hoàn thiện xấu dư vải thừa ở hẳn cái vùng không nên thừa nhất làm mình phải cắt, và sau khi mặc chưa được hai tuần thì tét hẳn một lỗ như trên hình",gia_cong,đường may gia công chỉ may,"vừa kiểu dáng nhưng độ hoàn thiện xấu dư vải thừa ở hẳn cái vùng không nên thừa nhất làm mình phải cắt, và sau khi mặc chưa được hai tuần thì tét hẳn một lỗ như trên hình [SEP] đường may gia công chỉ may",1
"r thừa khá nhiều, gia công kém, bảng kích cỡ không chuẩn và hơn nữa là chất khá đểu. cửa hàng không sup",dong_goi,đóng gói bao bì đóng hộp,"r thừa khá nhiều, gia công kém, bảng kích cỡ không chuẩn và hơn nữa là chất khá đểu. cửa hàng không sup [SEP] đóng gói bao bì đóng hộp",0
"kiểu dáng không giống hình, mua phí tiền, kiểu dáng bó sát .. xấu không thể tưởng chưa kể quần là chỗ khác sản xuất,",kieu_dang,kiểu dáng form thiết kế mẫu,"kiểu dáng không giống hình, mua phí tiền, kiểu dáng bó sát .. xấu không thể tưởng chưa kể quần là chỗ khác sản xuất, [SEP] kiểu dáng form thiết kế mẫu",1
quần cũng tốt không rất xuất sắc đâu ai chưa mặc quần ống suông mua về cảm giác sẽ hơi thất vọng,cham_soc_khach_hang,tư vấn chăm sóc khách hàng rep tin nhắn phản hồi hỗ trợ trả lời chậm thái độ nhân viên,quần cũng tốt không rất xuất sắc đâu ai chưa mặc quần ống suông mua về cảm giác sẽ hơi thất vọng [SEP] tư vấn chăm sóc khách hàng rep tin nhắn phản hồi hỗ trợ trả lời chậm thái độ nhân viên,0
"vải mềm, quần lên kiểu dáng rũ chớ không đứng kiểu dáng chất vải tạm được vừa mua về đã đứt chỉ 2 quai đeo dây nịt",do_ben,độ bền bền rách bung hỏng,"vải mềm, quần lên kiểu dáng rũ chớ không đứng kiểu dáng chất vải tạm được vừa mua về đã đứt chỉ 2 quai đeo dây nịt [SEP] độ bền bền rách bung hỏng",0
số đo khác hoàn toàn so với bảng kích cỡ nhắn tin thì nửa ngày mới trả lời được cái quần đẹp so với giá tiền,cham_soc_khach_hang,tư vấn chăm sóc khách hàng rep tin nhắn phản hồi hỗ trợ trả lời chậm thái độ nhân viên,số đo khác hoàn toàn so với bảng kích cỡ nhắn tin thì nửa ngày mới trả lời được cái quần đẹp so với giá tiền [SEP] tư vấn chăm sóc khách hàng rep tin nhắn phản hồi hỗ trợ trả lời chậm thái độ nhân viên,1
"đã nhận được hàng ,đúng kích cỡ ,con trai rất ưng ý .đặt thêm cái nữa",kich_co,kích cỡ size rộng chật ôm bó form rộng form nhỏ vừa người quần rộng quần chật áo rộng áo chật,"đã nhận được hàng ,đúng kích cỡ ,con trai rất ưng ý .đặt thêm cái nữa [SEP] kích cỡ size rộng chật ôm bó form rộng form nhỏ vừa người quần rộng quần chật áo rộng áo chật",1
"mua kích cỡ 30 mà hơi rộng bụng, với lại màu này mặc lên người ngắm đi ngắm lại có vẻ không hợp lắm. sẽ liên hệ với cửa hàng để đổi trả. giao hàng nhanh, tư vấn nhiệt tình. cảm ơn vì trải nghiệm mua hàng tốt.",mau_sac,màu sắc màu màu sắc đẹp xấu đậm nhạt phai màu khác màu,"mua kích cỡ 30 mà hơi rộng bụng, với lại màu này mặc lên người ngắm đi ngắm lại có vẻ không hợp lắm. sẽ liên hệ với cửa hàng để đổi trả. giao hàng nhanh, tư vấn nhiệt tình. cảm ơn vì trải nghiệm mua hàng tốt. [SEP] màu sắc màu màu sắc đẹp xấu đậm nhạt phai màu khác màu",1
không hài lòng cửa hàng,uy_tin_cua_hang,uy tín shop cửa hàng đáng tin,không hài lòng cửa hàng [SEP] uy tín shop cửa hàng đáng tin,1
gói hàng ổn quần có vài điểm lỗi cửa hàng có tấm thiệp dễ thương,dong_goi,đóng gói bao bì đóng hộp,gói hàng ổn quần có vài điểm lỗi cửa hàng có tấm thiệp dễ thương [SEP] đóng gói bao bì đóng hộp,1
nói chung là cũng ổn nhưng mà mình nhìn nó chả khác gì quần đồng phục :,chat_luong,chất lượng tốt xấu thất vọng hài lòng,nói chung là cũng ổn nhưng mà mình nhìn nó chả khác gì quần đồng phục : [SEP] chất lượng tốt xấu thất vọng hài lòng,1
quần mua về không có cúc chỗ khóa quần thì bị rách bù lại dịch vụ chăm sóc khách hàng tốt,do_ben,độ bền bền rách bung hỏng,quần mua về không có cúc chỗ khóa quần thì bị rách bù lại dịch vụ chăm sóc khách hàng tốt [SEP] độ bền bền rách bung hỏng,0
mặc được đúng 1 lần bung chỉ. đây là chiếc thứ 2 bị như vậy,do_ben,độ bền bền rách bung hỏng,mặc được đúng 1 lần bung chỉ. đây là chiếc thứ 2 bị như vậy [SEP] độ bền bền rách bung hỏng,1
quá xấu rất xù lông. xin đổi kích cỡ thì hẹn chán luôn.,dong_goi,đóng gói bao bì đóng hộp,quá xấu rất xù lông. xin đổi kích cỡ thì hẹn chán luôn. [SEP] đóng gói bao bì đóng hộp,0
"giá rẻ, kiểu dáng đẹp không bó cũng không baggy mà suông theo chân nhưng dễ nhăn và chất lượng hoàn thiện rất xấu chỉ thừa nhiều vô kể ngồi cắt mãi ms hết",chat_lieu,vải chất liệu vải thun cotton jean kaki,"giá rẻ, kiểu dáng đẹp không bó cũng không baggy mà suông theo chân nhưng dễ nhăn và chất lượng hoàn thiện rất xấu chỉ thừa nhiều vô kể ngồi cắt mãi ms hết [SEP] vải chất liệu vải thun cotton jean kaki",1
"hàng giao hàng nhanh, giá tốt, đóng gói cẩn thận, xin cảm ơnnnnnnnnn",dong_goi,đóng gói bao bì đóng hộp,"hàng giao hàng nhanh, giá tốt, đóng gói cẩn thận, xin cảm ơnnnnnnnnn [SEP] đóng gói bao bì đóng hộp",1
"vải đẹp đường chỉ khá đều, chất lượng ổn nhưng mình 1m7 side 30 vẫn khá ngắn so với bảng số đo của cửa hàng",gia_ca,giá giá tiền mắc rẻ,"vải đẹp đường chỉ khá đều, chất lượng ổn nhưng mình 1m7 side 30 vẫn khá ngắn so với bảng số đo của cửa hàng [SEP] giá giá tiền mắc rẻ",0
"vải mềm, quần lên kiểu dáng rũ chớ không đứng kiểu dáng chất vải tạm được vừa mua về đã đứt chỉ 2 quai đeo dây nịt",kieu_dang,kiểu dáng form thiết kế mẫu,"vải mềm, quần lên kiểu dáng rũ chớ không đứng kiểu dáng chất vải tạm được vừa mua về đã đứt chỉ 2 quai đeo dây nịt [SEP] kiểu dáng form thiết kế mẫu",1
"lần đầu mua của cửa hàng quần chất vải khá đẹp giày dặn, đứng kiểu dáng mấy lần sau mua thêm mà chất vải mỏng rất : mong cửa hàng cải thiện chất vải để e ủng hộ nhìu nhìu rcm vẫn nên mua ạ♥️",chat_lieu,vải chất liệu vải thun cotton jean kaki,"lần đầu mua của cửa hàng quần chất vải khá đẹp giày dặn, đứng kiểu dáng mấy lần sau mua thêm mà chất vải mỏng rất : mong cửa hàng cải thiện chất vải để e ủng hộ nhìu nhìu rcm vẫn nên mua ạ♥️ [SEP] vải chất liệu vải thun cotton jean kaki",1
hàng đẹp tốt nha vải hơi mỏng xíu hưng phù hợp giá tiền nhưng khuy cái nút đã bị cắt trước nên không pk có phải là hàng trả lại r bán cho mình không,giao_hang,ship giao hàng vận chuyển giao lâu,hàng đẹp tốt nha vải hơi mỏng xíu hưng phù hợp giá tiền nhưng khuy cái nút đã bị cắt trước nên không pk có phải là hàng trả lại r bán cho mình không [SEP] ship giao hàng vận chuyển giao lâu,0
"quần cửa hàng tư vấn nhầm kích cỡ kích cỡ 29 mặc rất dài mua về làm dẻ lau nhà à, không mặc được, cho đổi đơn ngoài thì sửa đánh giá.",cham_soc_khach_hang,tư vấn chăm sóc khách hàng rep tin nhắn phản hồi hỗ trợ trả lời chậm thái độ nhân viên,"quần cửa hàng tư vấn nhầm kích cỡ kích cỡ 29 mặc rất dài mua về làm dẻ lau nhà à, không mặc được, cho đổi đơn ngoài thì sửa đánh giá. [SEP] tư vấn chăm sóc khách hàng rep tin nhắn phản hồi hỗ trợ trả lời chậm thái độ nhân viên",1
"giao hàng nhanh, vải đẹp co giãn, màu sắc đẹp đúng với mô tả. đợt trước mua có 140k mà nay đã 169k rồi . 😂 mua tặng bố mặc tết này nên chưa thử",dong_goi,đóng gói bao bì đóng hộp,"giao hàng nhanh, vải đẹp co giãn, màu sắc đẹp đúng với mô tả. đợt trước mua có 140k mà nay đã 169k rồi . 😂 mua tặng bố mặc tết này nên chưa thử [SEP] đóng gói bao bì đóng hộp",0
đặt màu đen giao màu tím than,cham_soc_khach_hang,tư vấn chăm sóc khách hàng rep tin nhắn phản hồi hỗ trợ trả lời chậm thái độ nhân viên,đặt màu đen giao màu tím than [SEP] tư vấn chăm sóc khách hàng rep tin nhắn phản hồi hỗ trợ trả lời chậm thái độ nhân viên,0
"mình xin góp ý tí chất liệu rất tốt, dây kéo khóa quần rất mượt. xứng đáng 10 điểm cho chất lượng. mình mua 2 quần 1 quần ống rộng và 1 quần ống côn đều kích cỡ 34 nhưng 1 cái thì vừa 1 cái thì hơi chật tí. và có dư một ít chỉ như hình",chat_lieu,vải chất liệu vải thun cotton jean kaki,"mình xin góp ý tí chất liệu rất tốt, dây kéo khóa quần rất mượt. xứng đáng 10 điểm cho chất lượng. mình mua 2 quần 1 quần ống rộng và 1 quần ống côn đều kích cỡ 34 nhưng 1 cái thì vừa 1 cái thì hơi chật tí. và có dư một ít chỉ như hình [SEP] vải chất liệu vải thun cotton jean kaki",1
"màu đen thì độ dài khá tốt vừa vặn nma màu trắng rất ngắn lại nhăn, trả lại thì phiền nên thôi cjo quần đen 5s chứ trắng kem đấy thì 3s thôi",kich_co,kích cỡ size rộng chật ôm bó form rộng form nhỏ vừa người quần rộng quần chật áo rộng áo chật,"màu đen thì độ dài khá tốt vừa vặn nma màu trắng rất ngắn lại nhăn, trả lại thì phiền nên thôi cjo quần đen 5s chứ trắng kem đấy thì 3s thôi [SEP] kích cỡ size rộng chật ôm bó form rộng form nhỏ vừa người quần rộng quần chật áo rộng áo chật",1
"túi quần nông, lộ ví da ngoài",dong_goi,đóng gói bao bì đóng hộp,"túi quần nông, lộ ví da ngoài [SEP] đóng gói bao bì đóng hộp",0
"quần, áo đẹp xuất sắc luôn nha, vải mịn, dày, kiểu dáng đẹp lắm luôn. mình mua nguyên set này của cửa hàng luôn.. sẽ tiếp tục ủng hộ cửa hàng",dong_goi,đóng gói bao bì đóng hộp,"quần, áo đẹp xuất sắc luôn nha, vải mịn, dày, kiểu dáng đẹp lắm luôn. mình mua nguyên set này của cửa hàng luôn.. sẽ tiếp tục ủng hộ cửa hàng [SEP] đóng gói bao bì đóng hộp",0
quần khác hoàn toàn và from khác với tôi mua khi trước. rất xấu và không bao h mua ở đây nữa,mau_sac,màu sắc màu màu sắc đẹp xấu đậm nhạt phai màu khác màu,quần khác hoàn toàn và from khác với tôi mua khi trước. rất xấu và không bao h mua ở đây nữa [SEP] màu sắc màu màu sắc đẹp xấu đậm nhạt phai màu khác màu,0
quần đẹp lắm may chỉnh chu tỉ mỉ. mình mua bên cửa hàng đây là cái quần thứ 4 rồi. điểm trừ của lần này là eo rộng hơn 3 lần trước mình phải đi bóp eo 🥲,chat_luong,chất lượng tốt xấu thất vọng hài lòng,quần đẹp lắm may chỉnh chu tỉ mỉ. mình mua bên cửa hàng đây là cái quần thứ 4 rồi. điểm trừ của lần này là eo rộng hơn 3 lần trước mình phải đi bóp eo 🥲 [SEP] chất lượng tốt xấu thất vọng hài lòng,1
"mình đã mua cửa hàng 2 lần đều ưng, quần cầm nặng tay, chất vải tốt nhé",do_ben,độ bền bền rách bung hỏng,"mình đã mua cửa hàng 2 lần đều ưng, quần cầm nặng tay, chất vải tốt nhé [SEP] độ bền bền rách bung hỏng",0
giao thiếu hàng đợi không thấy lên đơn giải quyết phục vụ rất xấu không có giải quyết cụ thể biểu lên đơn chờ xác nhận nhận hạng nhưng mà mình đợi cả tuần vẫn không thấy phản hồi của cửa hàng mình mua đây là lần đầu tiên gặp tình trạng như thế này và mình đã xác nhận đơn hàng và xem như mình bỏ luôn,giao_hang,ship giao hàng vận chuyển giao lâu,giao thiếu hàng đợi không thấy lên đơn giải quyết phục vụ rất xấu không có giải quyết cụ thể biểu lên đơn chờ xác nhận nhận hạng nhưng mà mình đợi cả tuần vẫn không thấy phản hồi của cửa hàng mình mua đây là lần đầu tiên gặp tình trạng như thế này và mình đã xác nhận đơn hàng và xem như mình bỏ luôn [SEP] ship giao hàng vận chuyển giao lâu,1
"lần đầu mua vải tốt mềm mịn.. lần 2 mua sale 2 cái vải thô, cứng, có mùi mốc như để lâu vậy khuy bấm rồi nữa chứ, như hàng mặc rồi và cửa hàng gắn mac vô, vải bên trong bị ngã vàng, kích cỡ 32 lần đầu mua thì vừa, lần này thì bị chật...chắc vì giá sale mà cửa hàng lựa hàng như vậy gửi mình :",chat_lieu,vải chất liệu vải thun cotton jean kaki,"lần đầu mua vải tốt mềm mịn.. lần 2 mua sale 2 cái vải thô, cứng, có mùi mốc như để lâu vậy khuy bấm rồi nữa chứ, như hàng mặc rồi và cửa hàng gắn mac vô, vải bên trong bị ngã vàng, kích cỡ 32 lần đầu mua thì vừa, lần này thì bị chật...chắc vì giá sale mà cửa hàng lựa hàng như vậy gửi mình : [SEP] vải chất liệu vải thun cotton jean kaki",1
"màu đen thì độ dài khá tốt vừa vặn nma màu trắng đúng nó ngắn rất lại cifn nhăn, trả lại thì phiền nên thôi cjo quần đen 5s chứ trắng kem đấy thì 3s thôi",kieu_dang,kiểu dáng form thiết kế mẫu,"màu đen thì độ dài khá tốt vừa vặn nma màu trắng đúng nó ngắn rất lại cifn nhăn, trả lại thì phiền nên thôi cjo quần đen 5s chứ trắng kem đấy thì 3s thôi [SEP] kiểu dáng form thiết kế mẫu",0
siêu nhiều chỉ thừa nha mọi người giật giật mà n bung ra 1 cái khéo thành loe,giao_hang,ship giao hàng vận chuyển giao lâu,siêu nhiều chỉ thừa nha mọi người giật giật mà n bung ra 1 cái khéo thành loe [SEP] ship giao hàng vận chuyển giao lâu,0
"lưng quần hơi to, vải đẹp mát, mình đặt kích cỡ 28 mà lưng quần hơi to, mọi người nếu mua nên đặt lùi lại 1 2 kích cỡ so với kích cỡ quần của mình",dong_goi,đóng gói bao bì đóng hộp,"lưng quần hơi to, vải đẹp mát, mình đặt kích cỡ 28 mà lưng quần hơi to, mọi người nếu mua nên đặt lùi lại 1 2 kích cỡ so với kích cỡ quần của mình [SEP] đóng gói bao bì đóng hộp",0
quần đẹp vải tốt nhiều chỉ thừa túi nhỏ người bán tư vấn không có tâm,uy_tin_cua_hang,uy tín shop cửa hàng đáng tin,quần đẹp vải tốt nhiều chỉ thừa túi nhỏ người bán tư vấn không có tâm [SEP] uy tín shop cửa hàng đáng tin,1
"mình 52kg 1m68 nhưng bận rất chật có liên hệ cửa hàng nhưng do cửa hàng đã nghỉ tết nên không đổi trả được, chỉ thừa rất nhiều và không vừa kích cỡ có chút thất vọng :",gia_ca,giá giá tiền mắc rẻ,"mình 52kg 1m68 nhưng bận rất chật có liên hệ cửa hàng nhưng do cửa hàng đã nghỉ tết nên không đổi trả được, chỉ thừa rất nhiều và không vừa kích cỡ có chút thất vọng : [SEP] giá giá tiền mắc rẻ",0
hàng chất lượng nhưng mà hơi ngắn xíu,kich_co,kích cỡ size rộng chật ôm bó form rộng form nhỏ vừa người quần rộng quần chật áo rộng áo chật,hàng chất lượng nhưng mà hơi ngắn xíu [SEP] kích cỡ size rộng chật ôm bó form rộng form nhỏ vừa người quần rộng quần chật áo rộng áo chật,1
quần đẹp vải mịn nhưng bị lỗi không có cúc. đặt kích cỡ 30 hơi bị rộng bụng,dong_goi,đóng gói bao bì đóng hộp,quần đẹp vải mịn nhưng bị lỗi không có cúc. đặt kích cỡ 30 hơi bị rộng bụng [SEP] đóng gói bao bì đóng hộp,0
"from này không phải from baggy, nhìn chung vải tốt dịch vụ tốt đổi trả nhanh",doi_tra,đổi trả hoàn tiền bảo hành,"from này không phải from baggy, nhìn chung vải tốt dịch vụ tốt đổi trả nhanh [SEP] đổi trả hoàn tiền bảo hành",1
đúng kích cỡ  mặc lên mát mang đi học được,chat_lieu,vải chất liệu vải thun cotton jean kaki,đúng kích cỡ  mặc lên mát mang đi học được [SEP] vải chất liệu vải thun cotton jean kaki,1
"thật ra đến bây giờ mình đánh giá sp là trc đó mình có dùng một time để viết đgia, vậy mình lỡ xoá hết video và ảnh sản phẩm,điều này mình chắn không biết mọi người dùng như thế nào nhưng quần kém chất lượng rất kì, gấu bị bong hết chỉ khoá thì bị gãy sau 1 mặc dù mình dùng rất cẩn thận, chỉ đũng quần cũng bị rách mà trong khi đó mình mặc có 4 5 lần. giữ gìn rất kỳ luôn. hơi thất vọng về cửa hàng top thịnh hành",chat_luong,chất lượng tốt xấu thất vọng hài lòng,"thật ra đến bây giờ mình đánh giá sp là trc đó mình có dùng một time để viết đgia, vậy mình lỡ xoá hết video và ảnh sản phẩm,điều này mình chắn không biết mọi người dùng như thế nào nhưng quần kém chất lượng rất kì, gấu bị bong hết chỉ khoá thì bị gãy sau 1 mặc dù mình dùng rất cẩn thận, chỉ đũng quần cũng bị rách mà trong khi đó mình mặc có 4 5 lần. giữ gìn rất kỳ luôn. hơi thất vọng về cửa hàng top thịnh hành [SEP] chất lượng tốt xấu thất vọng hài lòng",1
sản phẩm tốt chất lượng cao không mua là uổng nha mọi người mua ủng hộc ạ,mau_sac,màu sắc màu màu sắc đẹp xấu đậm nhạt phai màu khác màu,sản phẩm tốt chất lượng cao không mua là uổng nha mọi người mua ủng hộc ạ [SEP] màu sắc màu màu sắc đẹp xấu đậm nhạt phai màu khác màu,0
"màu đen đẹp màu kem cũ nhàu, có chấm đen và vết ố nhỏ ở ống, sai số cũng bị lệch, như hàng cũ",mau_sac,màu sắc màu màu sắc đẹp xấu đậm nhạt phai màu khác màu,"màu đen đẹp màu kem cũ nhàu, có chấm đen và vết ố nhỏ ở ống, sai số cũng bị lệch, như hàng cũ [SEP] màu sắc màu màu sắc đẹp xấu đậm nhạt phai màu khác màu",1
sản phẩm giống hình 100 thái độ phục vụ kém đặt hàng 10 ngày mới bắt đầu gửi hàng,kieu_dang,kiểu dáng form thiết kế mẫu,sản phẩm giống hình 100 thái độ phục vụ kém đặt hàng 10 ngày mới bắt đầu gửi hàng [SEP] kiểu dáng form thiết kế mẫu,0
sản phẩm chất lượng phù hợp giá tiền giá sản phẩm cạnh tranh ổn,chat_luong,chất lượng tốt xấu thất vọng hài lòng,sản phẩm chất lượng phù hợp giá tiền giá sản phẩm cạnh tranh ổn [SEP] chất lượng tốt xấu thất vọng hài lòng,1
"vải quần bị xúc sổ, sờn chỉ, may sơ sài, không đẹp như mong đợi, cửa hàng giao hàng nhanh.",giao_hang,ship giao hàng vận chuyển giao lâu,"vải quần bị xúc sổ, sờn chỉ, may sơ sài, không đẹp như mong đợi, cửa hàng giao hàng nhanh. [SEP] ship giao hàng vận chuyển giao lâu",1
"đánh giá mới: phải lên đánh giá lại từ 3 còn 1 sao vì, sau vài lần mặc, cái quần chỉ thừa thua ngoài chợ. mua cái xám và đen bị chung tình trạng, nút rất kỳ dễ đứt, phần đeo dây nịt sơ sài. nhìn hình sẽ rõ. mình bận quần chứ cũng không phải đi đánh trận mà nhìn nó te tua thật sự đánh giá cũ: mình mua mặc được đúng 3 lần, bung nút. lúc mới mua về đã không chắc chắn. phần đeo dậy nịt cũng bung chỉ. quần này khá rộng, mua về phải bóp dù mình mua khá nhiều cửa hàng kích cỡ vẫn tốt mà kiểu dáng quần này hơi rộng",gia_ca,giá giá tiền mắc rẻ,"đánh giá mới: phải lên đánh giá lại từ 3 còn 1 sao vì, sau vài lần mặc, cái quần chỉ thừa thua ngoài chợ. mua cái xám và đen bị chung tình trạng, nút rất kỳ dễ đứt, phần đeo dây nịt sơ sài. nhìn hình sẽ rõ. mình bận quần chứ cũng không phải đi đánh trận mà nhìn nó te tua thật sự đánh giá cũ: mình mua mặc được đúng 3 lần, bung nút. lúc mới mua về đã không chắc chắn. phần đeo dậy nịt cũng bung chỉ. quần này khá rộng, mua về phải bóp dù mình mua khá nhiều cửa hàng kích cỡ vẫn tốt mà kiểu dáng quần này hơi rộng [SEP] giá giá tiền mắc rẻ",0
"giá rẻ, kiểu dáng đẹp không bó cũng không baggy mà suông theo chân nhưng dễ nhăn và chất lượng hoàn thiện rất xấu chỉ thừa nhiều vô kể ngồi cắt mãi ms hết",cham_soc_khach_hang,tư vấn chăm sóc khách hàng rep tin nhắn phản hồi hỗ trợ trả lời chậm thái độ nhân viên,"giá rẻ, kiểu dáng đẹp không bó cũng không baggy mà suông theo chân nhưng dễ nhăn và chất lượng hoàn thiện rất xấu chỉ thừa nhiều vô kể ngồi cắt mãi ms hết [SEP] tư vấn chăm sóc khách hàng rep tin nhắn phản hồi hỗ trợ trả lời chậm thái độ nhân viên",0
"chất vải nhìn y con gái vậy á với không dài mặc bị ngắn, giờ mới mặc đi làm quần bị rách túi chán",chat_lieu,vải chất liệu vải thun cotton jean kaki,"chất vải nhìn y con gái vậy á với không dài mặc bị ngắn, giờ mới mặc đi làm quần bị rách túi chán [SEP] vải chất liệu vải thun cotton jean kaki",1
"rất ưng nhé cửa hàng chỉ hơn 100k từ đường kim mũi chỉ, chất vải dày dặn. yên tâm hơn nữa với mác cùng với thư cảm ơn của cửa hàng sẽ ủng hộ thêm",kich_co,kích cỡ size rộng chật ôm bó form rộng form nhỏ vừa người quần rộng quần chật áo rộng áo chật,"rất ưng nhé cửa hàng chỉ hơn 100k từ đường kim mũi chỉ, chất vải dày dặn. yên tâm hơn nữa với mác cùng với thư cảm ơn của cửa hàng sẽ ủng hộ thêm [SEP] kích cỡ size rộng chật ôm bó form rộng form nhỏ vừa người quần rộng quần chật áo rộng áo chật",0
kích cỡ từ 53 57 mà bố mình có 54 không nhích nổi thôi lần đầu cũng là lần cuối 🙄🙄,dong_goi,đóng gói bao bì đóng hộp,kích cỡ từ 53 57 mà bố mình có 54 không nhích nổi thôi lần đầu cũng là lần cuối 🙄🙄 [SEP] đóng gói bao bì đóng hộp,0
cửa hàng này lừa đảo đổi trả hàng nhé đã nhận hàng đổi trả bên bưu điện mà lại khăng khăng không nhận .mọi người né cửa hàng này ra nhé ăn chặn hàng của khách đấy,uy_tin_cua_hang,uy tín shop cửa hàng đáng tin,cửa hàng này lừa đảo đổi trả hàng nhé đã nhận hàng đổi trả bên bưu điện mà lại khăng khăng không nhận .mọi người né cửa hàng này ra nhé ăn chặn hàng của khách đấy [SEP] uy tín shop cửa hàng đáng tin,1
cũng tạm được nhưng thắt lưng bị lệch,gia_cong,đường may gia công chỉ may,cũng tạm được nhưng thắt lưng bị lệch [SEP] đường may gia công chỉ may,1
"mình đặt từ 31 12. và đến 8 1 cửa hàng mới gửi hàng. sn người yêu mình 7 1 ntin cho cửa hàng thì cửa hàng bảo nhiều đơn rất mình thông cảm. không biết nhiều tới mức nào mà 8 ngày mới đóng gói để trả hàng cho mình quần thì nhiều chỉ thừa, còn lại ổn, chả biết mặc không vừa cửa hàng có cho đổi không hay lại dỗi khách 😂",cham_soc_khach_hang,tư vấn chăm sóc khách hàng rep tin nhắn phản hồi hỗ trợ trả lời chậm thái độ nhân viên,"mình đặt từ 31 12. và đến 8 1 cửa hàng mới gửi hàng. sn người yêu mình 7 1 ntin cho cửa hàng thì cửa hàng bảo nhiều đơn rất mình thông cảm. không biết nhiều tới mức nào mà 8 ngày mới đóng gói để trả hàng cho mình quần thì nhiều chỉ thừa, còn lại ổn, chả biết mặc không vừa cửa hàng có cho đổi không hay lại dỗi khách 😂 [SEP] tư vấn chăm sóc khách hàng rep tin nhắn phản hồi hỗ trợ trả lời chậm thái độ nhân viên",0
"vải tạm , mọi người nên đặt lùi 1 kích cỡ vì nó rộng lắm luôn :",kieu_dang,kiểu dáng form thiết kế mẫu,"vải tạm , mọi người nên đặt lùi 1 kích cỡ vì nó rộng lắm luôn : [SEP] kiểu dáng form thiết kế mẫu",0
"quần đẹp vải mịn, nhưng mà cúc quần đã bị được sử dụng ròi ấy, nên không hài lòng cho lắm",kieu_dang,kiểu dáng form thiết kế mẫu,"quần đẹp vải mịn, nhưng mà cúc quần đã bị được sử dụng ròi ấy, nên không hài lòng cho lắm [SEP] kiểu dáng form thiết kế mẫu",0
"vải quần bị xúc sổ, sờn chỉ, may sơ sài, không đẹp như mong đợi, cửa hàng giao hàng nhanh.",chat_lieu,vải chất liệu vải thun cotton jean kaki,"vải quần bị xúc sổ, sờn chỉ, may sơ sài, không đẹp như mong đợi, cửa hàng giao hàng nhanh. [SEP] vải chất liệu vải thun cotton jean kaki",0
"hàng chất lượng, sản phẩm tốt. giao hàng nhanh sản phẩm chất lượng sẽ ủng hộ cửa hàng vào lần sau. mong cửa hàng phát triểnva thành công trong tương lai nha",do_ben,độ bền bền rách bung hỏng,"hàng chất lượng, sản phẩm tốt. giao hàng nhanh sản phẩm chất lượng sẽ ủng hộ cửa hàng vào lần sau. mong cửa hàng phát triểnva thành công trong tương lai nha [SEP] độ bền bền rách bung hỏng",0
kiểu dáng quần tốt kích cỡ chuẩn hoàn thiện chưa tốt chi tiết và nhiều chỉ thừa chất vải mềm nhưng kiểu rẻ mặc nóng dày nchug tiền nào của lấy ai thích rẻ thì mua đánh giá thêm vì nay mình mới xem kĩ thấy đường may không chắc chắn chỉ nối loằng ngoằng tuột hết đường liên khết các mảnh vải thực sực đáng suy ngẫm trc khi mua rẻ nhưng không ứng dụng được tốt thì cũng không đáng lắm,mau_sac,màu sắc màu màu sắc đẹp xấu đậm nhạt phai màu khác màu,kiểu dáng quần tốt kích cỡ chuẩn hoàn thiện chưa tốt chi tiết và nhiều chỉ thừa chất vải mềm nhưng kiểu rẻ mặc nóng dày nchug tiền nào của lấy ai thích rẻ thì mua đánh giá thêm vì nay mình mới xem kĩ thấy đường may không chắc chắn chỉ nối loằng ngoằng tuột hết đường liên khết các mảnh vải thực sực đáng suy ngẫm trc khi mua rẻ nhưng không ứng dụng được tốt thì cũng không đáng lắm [SEP] màu sắc màu màu sắc đẹp xấu đậm nhạt phai màu khác màu,0
"đặt hoả tốc nút ẩn trắng, giao trắng tinh nút lộ, màu trắng nó giả trân, nhắn tin thì kêu hỗ trợ đổi, tưởng thế nào kêu nhấn thht rồi đặt lại đơn khác vậy ngta đặt hoả tốc làm gì. vải thì mềm nhưng dễ nhăn và không có thoáng khí như mô tả nha, giá này thì mấy bạn sinh viên mua tốt còn mua đi làm hoặc mặc đi sự kiện thì cân nhắc",chat_lieu,vải chất liệu vải thun cotton jean kaki,"đặt hoả tốc nút ẩn trắng, giao trắng tinh nút lộ, màu trắng nó giả trân, nhắn tin thì kêu hỗ trợ đổi, tưởng thế nào kêu nhấn thht rồi đặt lại đơn khác vậy ngta đặt hoả tốc làm gì. vải thì mềm nhưng dễ nhăn và không có thoáng khí như mô tả nha, giá này thì mấy bạn sinh viên mua tốt còn mua đi làm hoặc mặc đi sự kiện thì cân nhắc [SEP] vải chất liệu vải thun cotton jean kaki",1
"giặt máy 3 4 lần phần túi đã rách, chất lượng vải dùng được",chat_lieu,vải chất liệu vải thun cotton jean kaki,"giặt máy 3 4 lần phần túi đã rách, chất lượng vải dùng được [SEP] vải chất liệu vải thun cotton jean kaki",1
